# timestamp x y z qx qy qz qw latency
2.177281000 8.685058511 16.629148632 0.045566067 -0.682370139 0.187731586 -0.149176690 0.690560758 0.000000000
2.281017000 9.108498294 17.436951880 0.054045301 -0.682461915 0.187309275 -0.148645069 0.690699365 0.000000000
2.384639000 9.523698176 18.239960702 0.060910150 -0.682331915 0.186749275 -0.148130878 0.691089798 0.000000000
2.488250000 9.938033196 19.054716079 0.070039374 -0.682093659 0.186855378 -0.147459280 0.691439852 0.000000000
2.591988000 10.368262065 19.867402241 0.074414293 -0.682659192 0.186778875 -0.146855622 0.691030756 0.000000000
2.695832000 10.789712462 20.698250119 0.081726438 -0.683941546 0.186737761 -0.146898863 0.689763506 0.000000000
2.799367000 11.213352528 21.526705191 0.084854340 -0.685216804 0.186984966 -0.147302621 0.688343295 0.000000000
2.903084000 11.648403678 22.361387783 0.088102095 -0.686097699 0.188163696 -0.146971944 0.687214391 0.000000000
3.006768000 12.084003814 23.201630217 0.088577769 -0.686189513 0.188977093 -0.147215111 0.686847379 0.000000000
3.110441000 12.514556412 24.039073657 0.085473701 -0.685081818 0.189125917 -0.148181371 0.687703840 0.000000000
3.214057000 12.950051670 24.874781777 0.086452409 -0.683474782 0.188675113 -0.149263320 0.689191110 0.000000000
3.317669000 13.408495940 25.733740375 0.089220655 -0.682415818 0.189016457 -0.149687229 0.690054464 0.000000000
3.421285000 13.851894926 26.587454334 0.089818469 -0.682358586 0.190332983 -0.148933593 0.689912242 0.000000000
3.524925000 14.306885894 27.450366347 0.098517571 -0.683996832 0.191320566 -0.147690444 0.688282142 0.000000000
3.628545000 14.761677134 28.301276180 0.101383952 -0.684873427 0.192550668 -0.145847774 0.687459858 0.000000000
3.732256000 15.219916593 29.161274995 0.097139621 -0.683923565 0.194355159 -0.143196237 0.688454404 0.000000000
3.835871000 15.672127394 30.020186571 0.099271078 -0.682560985 0.194353325 -0.142415221 0.689967529 0.000000000
3.939488000 16.121891491 30.895030759 0.098566522 -0.681299293 0.193406964 -0.142570192 0.691446860 0.000000000
4.043107000 16.580941629 31.778118318 0.099753585 -0.681345796 0.192034812 -0.142247834 0.691849761 0.000000000
4.146888000 17.026113953 32.638500696 0.117217763 -0.681970320 0.192161118 -0.141831789 0.691284551 0.000000000
4.250460000 17.472661371 33.528289212 0.122783322 -0.683301747 0.191029448 -0.142122832 0.690222843 0.000000000
4.354202000 17.936665054 34.412220230 0.127680411 -0.683875465 0.190517960 -0.141486190 0.689926745 0.000000000
4.457940000 18.378585100 35.278757101 0.131852431 -0.684959613 0.190068770 -0.141205923 0.689031987 0.000000000
4.561559000 18.833194729 36.167819043 0.131707672 -0.685963794 0.190309578 -0.141037224 0.688000319 0.000000000
4.665293000 19.286435408 37.063215931 0.133392346 -0.687338424 0.188372925 -0.142406797 0.686878327 0.000000000
4.768912000 19.741273378 37.959015846 0.132888557 -0.687185669 0.188167966 -0.142361023 0.687096799 0.000000000
4.872532000 20.185044006 38.833910143 0.126238137 -0.686502063 0.187849683 -0.142840237 0.687767461 0.000000000
4.976146000 20.631284253 39.719359642 0.130110807 -0.686006608 0.186958574 -0.143858910 0.688292118 0.000000000
5.079909000 21.082990233 40.612733753 0.137864116 -0.686233990 0.186649124 -0.143503275 0.688223674 0.000000000
5.183503000 21.533291886 41.499195064 0.132234806 -0.686368916 0.186977576 -0.142171654 0.688276338 0.000000000
5.287117000 21.975802890 42.370531554 0.132452751 -0.686814234 0.186865923 -0.141841624 0.687930439 0.000000000
5.390861000 22.410388380 43.246077822 0.136606196 -0.685828874 0.185561205 -0.143133577 0.688998239 0.000000000
5.494473000 22.848446849 44.122619941 0.138322518 -0.684475160 0.184646938 -0.143437485 0.690525127 0.000000000
5.598233000 23.283563125 44.980570208 0.138121943 -0.684165720 0.184179962 -0.143477785 0.690947997 0.000000000
5.701829000 23.724474160 45.861353247 0.147265562 -0.685324196 0.184883490 -0.142630364 0.689786504 0.000000000
5.805571000 24.155727899 46.729401507 0.153793329 -0.686209161 0.185953474 -0.141505961 0.688850024 0.000000000
5.909185000 24.593687049 47.578975966 0.155200815 -0.686245423 0.186617185 -0.140500603 0.688840204 0.000000000
6.012921000 25.020428900 48.431518313 0.158208681 -0.685493686 0.187577727 -0.139516523 0.689527478 0.000000000
6.116541000 25.449426211 49.274951766 0.164306760 -0.684890253 0.188198649 -0.138670787 0.690128266 0.000000000
6.220278000 25.886627094 50.119349806 0.172918313 -0.685330934 0.188558983 -0.137366544 0.689853212 0.000000000
6.323895000 26.316707211 50.975645297 0.169202943 -0.686359373 0.189487689 -0.135559821 0.688933060 0.000000000
6.427659000 26.739619979 51.827809396 0.168233879 -0.688069685 0.190149990 -0.134585112 0.687233540 0.000000000
6.531383000 27.174105316 52.678124473 0.166178201 -0.689020597 0.189749255 -0.134109680 0.686484108 0.000000000
6.634992000 27.587117273 53.511275759 0.159352912 -0.687826035 0.188359534 -0.134507752 0.687985244 0.000000000
6.738741000 27.981102071 54.344696873 0.158885218 -0.685406354 0.186873858 -0.135599121 0.690586106 0.000000000
6.842350000 28.386584146 55.181620018 0.164532916 -0.684071532 0.185321907 -0.136623154 0.692124298 0.000000000
6.945963000 28.781693240 55.992612018 0.171582945 -0.684895694 0.183423146 -0.137977406 0.691546146 0.000000000
7.049705000 29.171970312 56.799770065 0.181369349 -0.686026083 0.182151218 -0.138284966 0.690699946 0.000000000
7.153323000 29.552174150 57.591634497 0.191077046 -0.686811228 0.181147820 -0.138700245 0.690100026 0.000000000
7.256934000 29.937731806 58.369971676 0.198359269 -0.686903313 0.180500475 -0.138486814 0.690220849 0.000000000
7.360549000 30.308473824 59.138880341 0.205235528 -0.687484832 0.179410791 -0.138345496 0.689954272 0.000000000
7.464167000 30.674514261 59.907284062 0.217348540 -0.687881970 0.178789607 -0.138200754 0.689748667 0.000000000
7.567786000 31.038428498 60.655010378 0.219155222 -0.688076815 0.178456289 -0.137423530 0.689795928 0.000000000
7.671396000 31.387110325 61.385469505 0.223224088 -0.688481323 0.178166582 -0.136835178 0.689584129 0.000000000
7.775144000 31.727787698 62.114995527 0.228846309 -0.689766502 0.176993645 -0.137101315 0.688548221 0.000000000
7.878754000 32.067153801 62.832293869 0.230431423 -0.691353744 0.176425264 -0.136682315 0.687184161 0.000000000
7.982493000 32.397499650 63.547185066 0.229730046 -0.692297158 0.174895816 -0.137096501 0.686542532 0.000000000
8.086111000 32.709469946 64.217878368 0.238626515 -0.691315789 0.173106225 -0.138144235 0.687773862 0.000000000
8.189849000 33.019504472 64.875397476 0.242378367 -0.688946616 0.171837053 -0.138563709 0.690380102 0.000000000
8.293470000 33.325861568 65.523925693 0.250310390 -0.687063441 0.171165008 -0.138420847 0.692449303 0.000000000
8.397102000 33.620391901 66.153663212 0.252767789 -0.686738168 0.170690176 -0.138567727 0.692859681 0.000000000
8.500847000 33.899471575 66.781720300 0.263936322 -0.688259587 0.169903372 -0.138952356 0.691464987 0.000000000
8.604438000 34.173562826 67.381397331 0.274742562 -0.689099829 0.169523733 -0.138355914 0.690840626 0.000000000
8.708175000 34.442930793 67.951452570 0.285455116 -0.687772171 0.169966711 -0.137343907 0.692255306 0.000000000
8.811795000 34.722977317 68.502585082 0.297086781 -0.685375474 0.172293814 -0.134864033 0.694540851 0.000000000
8.915403000 34.983372079 69.041935665 0.302935179 -0.683323545 0.173506626 -0.134454096 0.696337906 0.000000000
9.019162000 35.233821384 69.575127953 0.311015552 -0.683188405 0.173787673 -0.136356241 0.696030476 0.000000000
9.122890000 35.474627119 70.093713332 0.323589219 -0.684480702 0.173785415 -0.139104975 0.694215100 0.000000000
9.226512000 35.718408432 70.592582640 0.331979234 -0.685057222 0.176212553 -0.139711448 0.692911574 0.000000000
9.330247000 35.964401704 71.075237686 0.339871126 -0.685758804 0.179828497 -0.140025186 0.691223207 0.000000000
9.433986000 36.211448353 71.549530420 0.349578367 -0.686010902 0.184674479 -0.140779238 0.689540127 0.000000000
9.537749000 36.444263796 72.004267927 0.355197776 -0.685506327 0.187122105 -0.145789587 0.688339879 0.000000000
9.641587000 36.679634221 72.451563688 0.356502662 -0.684680983 0.190561297 -0.152854032 0.686683324 0.000000000
9.745342000 36.920311727 72.881060467 0.355645622 -0.683965565 0.195108040 -0.160781931 0.684304851 0.000000000
9.849229000 37.182280195 73.292031006 0.355389505 -0.682341464 0.203193283 -0.167699069 0.681908820 0.000000000
9.953059000 37.438528032 73.673177699 0.357273325 -0.680149491 0.213481794 -0.175381703 0.679016533 0.000000000
10.056930000 37.706681634 74.042515426 0.360177121 -0.678030836 0.224166992 -0.184890911 0.675158275 0.000000000
10.160830000 37.980432526 74.381301024 0.362090821 -0.675588443 0.235468509 -0.195662529 0.670709334 0.000000000
10.264660000 38.275986100 74.716875197 0.353732094 -0.671981765 0.248035672 -0.208228440 0.666002800 0.000000000
10.368670000 38.574438226 75.047528634 0.348828552 -0.667576266 0.262250000 -0.222511629 0.660344941 0.000000000
10.472640000 38.888173931 75.337672229 0.335977529 -0.662245718 0.277222273 -0.237601126 0.654311948 0.000000000
10.576630000 39.196266726 75.599844044 0.334446317 -0.655999338 0.292653798 -0.254809682 0.647372110 0.000000000
10.680620000 39.528531257 75.849865983 0.326711083 -0.647980893 0.310013156 -0.273322989 0.639771169 0.000000000
10.784610000 39.833031469 76.050202032 0.325512603 -0.639368539 0.328868905 -0.292553914 0.630448509 0.000000000
10.888750000 40.188483482 76.249177439 0.311558077 -0.629566605 0.348093031 -0.312573425 0.620302334 0.000000000
10.992720000 40.539758554 76.415178417 0.296130270 -0.618548557 0.367959393 -0.332975032 0.609205381 0.000000000
11.096590000 40.906665411 76.554966243 0.289803517 -0.606518280 0.388470948 -0.352824421 0.597277847 0.000000000
11.200570000 41.280173620 76.671924190 0.276133788 -0.594092978 0.408005213 -0.372721546 0.584520255 0.000000000
11.304310000 41.661171428 76.765849857 0.273098755 -0.582176912 0.427484523 -0.391248029 0.570308693 0.000000000
11.408180000 42.032479802 76.813149867 0.262015708 -0.571017771 0.445107382 -0.409455005 0.555125862 0.000000000
11.511920000 42.404687146 76.833582235 0.241774218 -0.557640266 0.462765548 -0.426435216 0.541330202 0.000000000
11.615530000 42.779846851 76.846321692 0.238467212 -0.543578823 0.480048217 -0.442964020 0.527122994 0.000000000
11.719270000 43.159158443 76.834226693 0.224465575 -0.528658860 0.496917085 -0.457726435 0.513886885 0.000000000
11.822770000 43.530099606 76.802516492 0.215063736 -0.516011638 0.510437609 -0.473140592 0.499322958 0.000000000
11.926380000 43.901564494 76.761463682 0.190466471 -0.503270125 0.522600527 -0.488443190 0.484800082 0.000000000
12.030000000 44.268313144 76.706085257 0.179322724 -0.490363034 0.534401177 -0.502025227 0.471094628 0.000000000
12.133610000 44.631513282 76.632318943 0.156606955 -0.476345535 0.546785769 -0.512557586 0.459787967 0.000000000
12.237100000 44.994113640 76.510179736 0.149592500 -0.462179858 0.560703467 -0.518036001 0.451265003 0.000000000
12.340600000 45.362123545 76.408912426 0.126410907 -0.451717366 0.570459169 -0.525743519 0.440592227 0.000000000
12.444110000 45.723060781 76.306023372 0.109605678 -0.442451054 0.576620693 -0.535253585 0.430405903 0.000000000
12.547670000 46.092106784 76.195829952 0.099004261 -0.435999809 0.579731959 -0.545935536 0.419248629 0.000000000
12.651070000 46.466358759 76.071092179 0.092843940 -0.428791100 0.583941777 -0.554093153 0.410037768 0.000000000
12.754690000 46.840813996 75.925056942 0.083435515 -0.421014929 0.588910580 -0.560099264 0.402764911 0.000000000
12.858060000 47.224427187 75.764949495 0.064861316 -0.411546777 0.594244261 -0.564821468 0.398095111 0.000000000
12.961670000 47.597948811 75.588783969 0.040904793 -0.402365813 0.597551905 -0.569917641 0.395256064 0.000000000
13.065200000 47.986196332 75.414325576 0.010541492 -0.394722304 0.599701915 -0.575820128 0.391130535 0.000000000
13.168770000 48.390893395 75.232723176 -0.004125080 -0.390395765 0.602491112 -0.579945177 0.385044411 0.000000000
13.272350000 48.811392123 75.041657963 -0.013697332 -0.387491333 0.606256492 -0.582095223 0.378772602 0.000000000
13.375880000 49.236624064 74.831652084 -0.023204418 -0.384057363 0.609891866 -0.583897968 0.373624166 0.000000000
13.479500000 49.668749733 74.609406047 -0.040323642 -0.379760082 0.613435383 -0.585378102 0.369880777 0.000000000
13.583110000 50.107255304 74.373816736 -0.058082493 -0.375486192 0.616351646 -0.586815992 0.367107287 0.000000000
13.686720000 50.560455089 74.134044235 -0.074073863 -0.371311017 0.618649605 -0.588445659 0.364873267 0.000000000
13.790340000 51.025418742 73.882735617 -0.092698490 -0.368334202 0.620270520 -0.589675485 0.363149034 0.000000000
13.893950000 51.512681213 73.621372933 -0.110741916 -0.366052649 0.621496269 -0.590563994 0.361914375 0.000000000
13.997670000 52.004483476 73.354769562 -0.133666901 -0.363949864 0.622224025 -0.591944764 0.360526220 0.000000000
14.101300000 52.510274522 73.072940053 -0.155146910 -0.361986406 0.623214179 -0.593048893 0.358974845 0.000000000
14.204920000 53.034404594 72.777189122 -0.174352611 -0.360083751 0.624352217 -0.593477573 0.358201579 0.000000000
14.308540000 53.583151674 72.477002634 -0.196893040 -0.358559927 0.625128299 -0.593873434 0.357720186 0.000000000
14.412270000 54.140083986 72.165768605 -0.219504375 -0.357439203 0.625980691 -0.594142987 0.356902651 0.000000000
14.515890000 54.709117697 71.841706552 -0.240580418 -0.356117636 0.627007743 -0.593977874 0.356695675 0.000000000
14.619680000 55.293827400 71.503764679 -0.264585531 -0.354507268 0.627969711 -0.593255936 0.357807256 0.000000000
14.723260000 55.885815571 71.165768017 -0.286417908 -0.353691520 0.628607649 -0.592254208 0.359151339 0.000000000
14.826860000 56.504051338 70.817943309 -0.314491208 -0.354006355 0.628331650 -0.591716320 0.360209153 0.000000000
14.930480000 57.137282598 70.467535938 -0.342900420 -0.354209411 0.628064828 -0.590641583 0.362233056 0.000000000
15.034100000 57.785727825 70.110752600 -0.369039014 -0.355465748 0.627512315 -0.589517412 0.363787873 0.000000000
15.137840000 58.446960726 69.751323565 -0.395546771 -0.356452665 0.627568536 -0.588044829 0.365106160 0.000000000
15.241450000 59.121668000 69.397211437 -0.423874850 -0.357932036 0.627306501 -0.586924061 0.365911680 0.000000000
15.345080000 59.820670795 69.031754068 -0.450406055 -0.360543448 0.626680455 -0.585886352 0.366083613 0.000000000
15.448810000 60.524477818 68.667417520 -0.483565035 -0.362156992 0.626102126 -0.585077308 0.366773751 0.000000000
15.552550000 61.237971157 68.311919361 -0.514746453 -0.363938108 0.624660201 -0.585169805 0.367321367 0.000000000
15.656170000 61.954595978 67.944535052 -0.535747197 -0.364901907 0.622585370 -0.586129095 0.368356810 0.000000000
15.759900000 62.679890843 67.576570922 -0.561342944 -0.366278830 0.619752124 -0.588401541 0.368145012 0.000000000
15.863640000 63.400319861 67.207895222 -0.587128207 -0.366558443 0.618382988 -0.589863962 0.367828621 0.000000000
15.967390000 64.117413304 66.836849014 -0.608017800 -0.367493151 0.618052106 -0.590020045 0.367201206 0.000000000
16.071020000 64.865564543 66.462882707 -0.627154574 -0.368769460 0.618083277 -0.589934865 0.366004103 0.000000000
16.174740000 65.597551805 66.088862458 -0.648258988 -0.368653079 0.618653298 -0.589423971 0.365981401 0.000000000
16.278450000 66.329033852 65.721992134 -0.662441735 -0.369687485 0.618474684 -0.589485128 0.365140400 0.000000000
16.382090000 67.053290261 65.357747532 -0.679951522 -0.370214743 0.618092775 -0.589867782 0.364634565 0.000000000
16.485710000 67.781988093 64.990672603 -0.698476251 -0.371126616 0.617411882 -0.590479027 0.363871022 0.000000000
16.589330000 68.504364706 64.624279350 -0.720640874 -0.371388952 0.616749664 -0.591601960 0.362901115 0.000000000
16.693090000 69.227909180 64.245728012 -0.740831718 -0.371688539 0.616734262 -0.592533443 0.361096384 0.000000000
16.796680000 69.948530021 63.872121780 -0.761470326 -0.371618080 0.617398762 -0.593193400 0.358943396 0.000000000
16.900430000 70.672279062 63.499181469 -0.782193525 -0.371171626 0.618667978 -0.593799901 0.356206729 0.000000000
17.004190000 71.388455090 63.104199779 -0.807841861 -0.370598486 0.619908861 -0.594507176 0.353455774 0.000000000
17.107900000 72.093381015 62.717509430 -0.831551577 -0.368432559 0.621111207 -0.595989840 0.351104583 0.000000000
17.211650000 72.798078321 62.321079722 -0.852872186 -0.365859174 0.622323230 -0.597815078 0.348536935 0.000000000
17.315390000 73.487812561 61.924495539 -0.875618404 -0.362667337 0.624049909 -0.599790001 0.345378152 0.000000000
17.419150000 74.182070193 61.508047239 -0.901956260 -0.359276177 0.626236737 -0.601062476 0.342741999 0.000000000
17.522870000 74.865631280 61.102119004 -0.924290531 -0.356610077 0.628129678 -0.603014937 0.338607954 0.000000000
17.626480000 75.535126652 60.680301546 -0.943952284 -0.353146490 0.630564445 -0.604253320 0.335490631 0.000000000
17.730220000 76.197586359 60.262144657 -0.975044300 -0.349722334 0.632063119 -0.606582694 0.332036049 0.000000000
17.833840000 76.849564384 59.841559372 -0.998753417 -0.346215884 0.633697130 -0.608793812 0.328530977 0.000000000
17.937460000 77.488244498 59.403030006 -1.017627168 -0.343321967 0.634910278 -0.610925682 0.325251867 0.000000000
18.041200000 78.123172396 58.973479468 -1.042639397 -0.339863974 0.636256230 -0.613088958 0.322168309 0.000000000
18.144820000 78.739378284 58.536887945 -1.056751978 -0.336454032 0.637867202 -0.614567741 0.319735215 0.000000000
18.248550000 79.383190627 58.100762398 -1.082034966 -0.333163642 0.639306920 -0.616490039 0.316589136 0.000000000
18.352170000 79.989932524 57.664809359 -1.100454011 -0.330058789 0.640757107 -0.618111755 0.313734576 0.000000000
18.455930000 80.579196884 57.226877944 -1.118510243 -0.327233101 0.642502226 -0.619123327 0.311120063 0.000000000
18.559570000 81.172816787 56.787853071 -1.136564206 -0.324462199 0.644340881 -0.619737613 0.308989322 0.000000000
18.663260000 81.755689935 56.328653253 -1.154646467 -0.322516476 0.646002194 -0.619569780 0.307892149 0.000000000
18.766880000 82.314607604 55.889779029 -1.173025582 -0.320633983 0.647712796 -0.618974585 0.307461292 0.000000000
18.870490000 82.878543342 55.459899235 -1.193466070 -0.319567166 0.648791937 -0.618796698 0.306653707 0.000000000
18.974110000 83.425549007 55.043117655 -1.215019353 -0.319113670 0.649330771 -0.618792188 0.305993863 0.000000000
19.077720000 83.963473172 54.639635309 -1.229411398 -0.318631539 0.649467322 -0.618995691 0.305794824 0.000000000
19.181410000 84.478128665 54.239745647 -1.249192100 -0.318537591 0.649179442 -0.618918316 0.306659376 0.000000000
19.285020000 84.978802128 53.859869861 -1.271585831 -0.318679736 0.648428404 -0.618748880 0.308437441 0.000000000
19.388680000 85.477640489 53.482360690 -1.285722327 -0.320322976 0.647425476 -0.618160829 0.310017150 0.000000000
19.492240000 85.959224726 53.133386309 -1.300478767 -0.322837835 0.645889120 -0.617166736 0.312583105 0.000000000
19.595800000 86.432768265 52.806453128 -1.311409658 -0.326645050 0.643979095 -0.615614449 0.315614934 0.000000000
19.699410000 86.905705062 52.483686247 -1.324415761 -0.331047524 0.641582695 -0.613475084 0.320042972 0.000000000
19.802910000 87.370504625 52.199741767 -1.329804132 -0.336114474 0.638484841 -0.611142915 0.325374407 0.000000000
19.906520000 87.813637799 51.915381311 -1.343053036 -0.342695725 0.633868705 -0.608484549 0.332440460 0.000000000
20.010020000 88.268890223 51.662609580 -1.352476609 -0.350088963 0.628565803 -0.605421254 0.340305532 0.000000000
20.113500000 88.728917936 51.426904689 -1.363460406 -0.358560585 0.623091110 -0.601089968 0.349116923 0.000000000
20.217140000 89.193200112 51.207327032 -1.372079318 -0.369205067 0.617089985 -0.595215116 0.358617533 0.000000000
20.320610000 89.608824000 50.999516194 -1.373865288 -0.381493993 0.610693118 -0.586986638 0.370085039 0.000000000
20.424100000 90.124640546 50.814651085 -1.398465027 -0.394212704 0.603784277 -0.577946761 0.382123582 0.000000000
20.527470000 90.588687539 50.664273206 -1.406528075 -0.408879351 0.595877596 -0.567564876 0.394484067 0.000000000
20.630960000 91.083288303 50.537145702 -1.428720265 -0.424467035 0.586267480 -0.556847237 0.407479242 0.000000000
20.734440000 91.572043138 50.436542950 -1.439004369 -0.440883056 0.575140811 -0.545207158 0.421407562 0.000000000
20.837960000 92.061977252 50.374144772 -1.454184165 -0.456433079 0.562938550 -0.532289160 0.437535466 0.000000000
20.941510000 92.539282712 50.333873676 -1.469180435 -0.471511983 0.549193148 -0.517884440 0.455915609 0.000000000
21.045020000 93.017100528 50.323991617 -1.485495821 -0.486835048 0.532965262 -0.502624916 0.475718256 0.000000000
21.148370000 93.495918830 50.343998758 -1.491408935 -0.502021126 0.515795973 -0.486137391 0.495580206 0.000000000
21.251900000 93.963044348 50.412114195 -1.522026217 -0.517745091 0.496536134 -0.470393019 0.513928299 0.000000000
21.355440000 94.413674923 50.518772030 -1.537116444 -0.533348590 0.477617668 -0.453194265 0.531070242 0.000000000
21.459000000 94.865093595 50.638558564 -1.544494607 -0.548478650 0.458287714 -0.434272718 0.548225089 0.000000000
21.562720000 95.289060149 50.804502038 -1.546510753 -0.562727644 0.440235997 -0.414749581 0.563482609 0.000000000
21.666360000 95.701950057 51.010553054 -1.565375922 -0.577586100 0.421573900 -0.395198195 0.576617838 0.000000000
21.770100000 96.109107778 51.251733354 -1.593501011 -0.591592945 0.403368717 -0.375001428 0.588799962 0.000000000
21.873950000 96.545188476 51.484033754 -1.587696309 -0.605908928 0.384835280 -0.352898798 0.600198815 0.000000000
21.977710000 96.931006783 51.757513014 -1.597618306 -0.618564698 0.367119119 -0.332553313 0.609925865 0.000000000
22.081440000 97.304370287 52.049910838 -1.606460874 -0.629895272 0.349123176 -0.315000365 0.618158332 0.000000000
22.185310000 97.630650961 52.351309536 -1.599921919 -0.639236682 0.333147901 -0.299559199 0.625022581 0.000000000
22.289170000 97.923919712 52.665234640 -1.603634839 -0.647045767 0.317927555 -0.288392606 0.630145658 0.000000000
22.393170000 98.253428081 52.998857893 -1.606254969 -0.652423494 0.305008014 -0.277808508 0.635717019 0.000000000
22.497160000 98.607221261 53.350342618 -1.631544489 -0.656570147 0.294018780 -0.267651692 0.640961130 0.000000000
22.601290000 98.944173431 53.696800438 -1.642052556 -0.658557520 0.288469704 -0.258562142 0.645161098 0.000000000
22.705510000 99.287885958 54.058470426 -1.648521847 -0.660351830 0.284136266 -0.252267475 0.647736956 0.000000000
22.809640000 99.629060825 54.441325176 -1.660785576 -0.662414307 0.278390352 -0.249564773 0.649171411 0.000000000
22.913660000 99.961858735 54.830645456 -1.678026826 -0.664334683 0.273551195 -0.248074510 0.649837064 0.000000000
23.017610000 100.303084317 55.226672114 -1.692906955 -0.665582735 0.268921790 -0.248714514 0.650247479 0.000000000
23.121720000 100.648257330 55.622509958 -1.692090976 -0.665614475 0.265741252 -0.250143606 0.650973989 0.000000000
23.225710000 101.022641858 55.999427929 -1.705412847 -0.664902468 0.265009396 -0.249871074 0.652103653 0.000000000
23.329700000 101.398235428 56.406452510 -1.712419906 -0.663166101 0.266138946 -0.250765604 0.653067680 0.000000000
23.433600000 101.782579944 56.815657222 -1.723591101 -0.660156903 0.267612131 -0.252171036 0.654970518 0.000000000
23.537560000 102.172214350 57.225386473 -1.733387582 -0.658061844 0.268706459 -0.253949974 0.655942725 0.000000000
23.641430000 102.581231296 57.660822266 -1.736307377 -0.658416684 0.268492441 -0.256968469 0.654497124 0.000000000
23.745190000 102.999954991 58.104533312 -1.749809329 -0.659366746 0.269877858 -0.259184458 0.652092672 0.000000000
23.848990000 103.431254905 58.545185536 -1.759731857 -0.659975381 0.272692988 -0.259485478 0.650183295 0.000000000
23.952650000 103.880464649 58.992886519 -1.766375740 -0.661018222 0.275545993 -0.258869624 0.648163431 0.000000000
24.056420000 104.334698226 59.456115729 -1.777639743 -0.661875132 0.277902006 -0.258905355 0.646266045 0.000000000
24.160010000 104.798018861 59.918233312 -1.788756756 -0.661098251 0.280529508 -0.258371009 0.646139861 0.000000000
24.263960000 105.262775775 60.384821780 -1.800412154 -0.659389225 0.281748732 -0.257542876 0.647684467 0.000000000
24.367270000 105.739261679 60.856980930 -1.811097464 -0.656988510 0.281346661 -0.257796144 0.650193281 0.000000000
24.471000000 106.211336618 61.345076201 -1.823975598 -0.654858965 0.280133672 -0.258855601 0.652440526 0.000000000
24.574560000 106.695624288 61.843100127 -1.835645429 -0.654221619 0.278064219 -0.259055299 0.653884329 0.000000000
24.678100000 107.175970156 62.340792425 -1.843760465 -0.655997911 0.277902492 -0.257487350 0.652791858 0.000000000
24.781830000 107.683554613 62.862489767 -1.848075485 -0.658407728 0.279168407 -0.255195889 0.650722155 0.000000000
24.885470000 108.202945963 63.381518322 -1.857046711 -0.660913938 0.278303217 -0.253985850 0.649023323 0.000000000
24.989130000 108.715668802 63.923406207 -1.867759117 -0.661311019 0.276632562 -0.254477387 0.649140525 0.000000000
25.092670000 109.229533853 64.473720323 -1.882279647 -0.660690892 0.273712793 -0.256058524 0.650386719 0.000000000
25.196320000 109.748984194 65.024014073 -1.893416741 -0.659408603 0.271967931 -0.255430516 0.652662999 0.000000000
25.299900000 110.280393698 65.583920214 -1.906798131 -0.658560555 0.271001588 -0.253801156 0.654554129 0.000000000
25.403640000 110.823170033 66.167675584 -1.918147108 -0.659220329 0.270567241 -0.251720408 0.654873088 0.000000000
25.507250000 111.365508263 66.752454353 -1.918023973 -0.660012731 0.270692643 -0.249258664 0.654964737 0.000000000
